,cuisines,city,platform,net_profit
1305,Pan-Asian,Ahmedabad,swiggy,160736
1306,Fast Food,Ahmedabad,swiggy,194339
1307,Cafe,Ahmedabad,swiggy,136142
1308,Italian,Ahmedabad,swiggy,277958
1309,Mexican,Ahmedabad,swiggy,32280
1310,South Indian,Ahmedabad,swiggy,227484
1311,Mexican,Ahmedabad,swiggy,125316
1312,Multi-Cuisine,Ahmedabad,swiggy,43165
1313,Korean,Ahmedabad,swiggy,74833
1314,Seafood,Ahmedabad,swiggy,157143
1315,Seafood,Ahmedabad,swiggy,100510
1316,South Indian,Ahmedabad,swiggy,176032
1317,Continental,Ahmedabad,swiggy,243846
1318,Mediterranean,Ahmedabad,swiggy,23249
1319,Street Food,Ahmedabad,swiggy,171351
1320,Mexican,Ahmedabad,swiggy,222406
1321,Korean,Ahmedabad,swiggy,100993
1322,Italian,Ahmedabad,swiggy,173174
1323,Bakery,Ahmedabad,swiggy,191254
1324,Biryani,Ahmedabad,swiggy,164692
1325,Biryani,Ahmedabad,swiggy,83124
1326,Korean,Ahmedabad,swiggy,87623
1327,Biryani,Ahmedabad,swiggy,93444
1328,Biryani,Ahmedabad,swiggy,38201
1329,Chinese,Ahmedabad,swiggy,75992
1330,Chinese,Ahmedabad,swiggy,218130
1331,Bakery,Jaipur,swiggy,116844
1332,Chinese,Jaipur,swiggy,150528
1333,Biryani,Jaipur,swiggy,65736
1334,Desserts,Jaipur,swiggy,177933
1335,Thai,Jaipur,swiggy,34796
1336,Continental,Jaipur,swiggy,58431
1337,Biryani,Jaipur,swiggy,33320
1338,Desserts,Jaipur,swiggy,155967
1339,Continental,Jaipur,swiggy,60194
1340,Thai,Jaipur,swiggy,204917
1341,Continental,Jaipur,swiggy,41751
1342,Continental,Jaipur,swiggy,27389
1343,Cafe,Jaipur,swiggy,22518
1344,Chinese,Jaipur,swiggy,199438
1345,Multi-Cuisine,Jaipur,swiggy,32648
1346,Thai,Jaipur,swiggy,65444
1347,Mexican,Jaipur,swiggy,63757
1348,Korean,Jaipur,swiggy,52997
1349,Biryani,Jaipur,swiggy,183430
1350,Multi-Cuisine,Jaipur,swiggy,94378
1351,Italian,Jaipur,swiggy,114811
1352,Desserts,Jaipur,swiggy,161968
1353,Seafood,Jaipur,swiggy,46920
1354,Korean,Jaipur,swiggy,82020
1355,Street Food,Jaipur,swiggy,32764
1356,North Indian,Jaipur,swiggy,121839
1357,Multi-Cuisine,Jaipur,swiggy,26063
1358,North Indian,Jaipur,swiggy,184429
1359,Mughlai,Jaipur,swiggy,25952
1360,Korean,Jaipur,swiggy,50252
1361,Bakery,Jaipur,swiggy,108773
1362,Chinese,Jaipur,swiggy,87018
1363,Multi-Cuisine,Jaipur,swiggy,218025
1364,Cafe,Jaipur,swiggy,24239
1365,North Indian,Jaipur,swiggy,248732
1366,Thai,Jaipur,swiggy,169786
1367,Bakery,Jaipur,swiggy,85059
1368,Seafood,Jaipur,swiggy,43568
1369,Desserts,Jaipur,swiggy,159311
1370,Fast Food,Jaipur,swiggy,20662
1371,South Indian,Jaipur,swiggy,159658
1372,Mediterranean,Jaipur,swiggy,283086
1373,Cafe,Jaipur,swiggy,213504
1374,Fast Food,Jaipur,swiggy,168896
1375,Mediterranean,Jaipur,swiggy,103529
1376,Thai,Jaipur,swiggy,112699
1377,Mediterranean,Jaipur,swiggy,23803
1378,Multi-Cuisine,Jaipur,swiggy,230300
1379,Fast Food,Jaipur,swiggy,19870
1380,Lebanese,Jaipur,swiggy,278753
1381,Thai,Jaipur,swiggy,112225
1382,Desserts,Jaipur,swiggy,119335
1383,Pan-Asian,Jaipur,swiggy,112945
1384,Japanese,Jaipur,swiggy,190996
1385,Seafood,Jaipur,swiggy,117593
1386,Thai,Jaipur,swiggy,20678
1387,Italian,Jaipur,swiggy,214398
1388,Seafood,Jaipur,swiggy,160941
1389,Seafood,Jaipur,swiggy,157618
1390,Seafood,Jaipur,swiggy,203323
1391,South Indian,Jaipur,swiggy,22021
1392,Mediterranean,Jaipur,swiggy,239052
1393,Fast Food,Jaipur,swiggy,166030
1394,Biryani,Jaipur,swiggy,140753
1395,Fast Food,Jaipur,swiggy,125083
1396,South Indian,Jaipur,swiggy,84736
1397,Mexican,Jaipur,swiggy,240782
1398,South Indian,Jaipur,swiggy,20561
1399,Mughlai,Jaipur,swiggy,85562
1400,South Indian,Jaipur,swiggy,54522
1401,Street Food,Jaipur,swiggy,55994
1402,Street Food,Jaipur,swiggy,69258
1403,Korean,Jaipur,swiggy,117599
1404,Pan-Asian,Jaipur,swiggy,334741
1405,Japanese,Jaipur,swiggy,63586
1406,Thai,Jaipur,swiggy,17635
1407,Street Food,Jaipur,swiggy,104235
1408,Desserts,Lucknow,swiggy,60249
1409,South Indian,Lucknow,swiggy,38998
1410,Korean,Lucknow,swiggy,36240
1411,Desserts,Lucknow,swiggy,77102
1412,South Indian,Lucknow,swiggy,86373
1413,Mediterranean,Lucknow,swiggy,113339
1414,Pan-Asian,Lucknow,swiggy,26490
1415,Mexican,Lucknow,swiggy,49402
1416,Cafe,Lucknow,swiggy,348820
1417,Japanese,Lucknow,swiggy,392901
1418,Lebanese,Lucknow,swiggy,164302
1419,Fast Food,Lucknow,swiggy,122623
1420,North Indian,Lucknow,swiggy,19330
1421,Lebanese,Lucknow,swiggy,130964
1422,Vietnamese,Lucknow,swiggy,76730
1423,Vietnamese,Lucknow,swiggy,178709
1424,Korean,Lucknow,swiggy,196063
1425,South Indian,Lucknow,swiggy,58484
1426,Mediterranean,Lucknow,swiggy,110147
1427,Bakery,Lucknow,swiggy,275351
1428,Bakery,Lucknow,swiggy,151668
1429,Japanese,Lucknow,swiggy,132267
1430,Mexican,Lucknow,swiggy,26497
1431,Italian,Lucknow,swiggy,60314
1432,Chinese,Lucknow,swiggy,95712
1433,Biryani,Lucknow,swiggy,24220
1434,Thai,Lucknow,swiggy,198715
1435,Mexican,Lucknow,swiggy,48483
1436,South Indian,Lucknow,swiggy,154261
1437,Pan-Asian,Lucknow,swiggy,115563
1438,Chinese,Lucknow,swiggy,81076
1439,Italian,Lucknow,swiggy,74289
1440,North Indian,Lucknow,swiggy,42538
1441,Multi-Cuisine,Lucknow,swiggy,262218
1442,North Indian,Lucknow,swiggy,287295
1443,Fast Food,Lucknow,swiggy,243001
1444,Fast Food,Lucknow,swiggy,256015
1445,Mexican,Lucknow,swiggy,158974
1446,Mexican,Lucknow,swiggy,74613
1447,South Indian,Lucknow,swiggy,220905
1448,Mughlai,Lucknow,swiggy,38515
1449,South Indian,Lucknow,swiggy,79862
1450,Multi-Cuisine,Lucknow,swiggy,162467
1451,Mughlai,Lucknow,swiggy,52142
1452,Bakery,Lucknow,swiggy,148211
1453,Mexican,Lucknow,swiggy,15566
1454,Seafood,Lucknow,swiggy,112439
1455,Biryani,Lucknow,swiggy,87172
1456,Chinese,Lucknow,swiggy,76752
1457,Fast Food,Lucknow,swiggy,365092
1458,Chinese,Lucknow,swiggy,228193
1459,Continental,Lucknow,swiggy,352934
1460,North Indian,Lucknow,swiggy,118658
1461,Pan-Asian,Lucknow,swiggy,85101
1462,Multi-Cuisine,Lucknow,swiggy,62794
1463,Chinese,Lucknow,swiggy,194704
1464,Italian,Mumbai,zomato,98108
1465,Mughlai,Mumbai,zomato,165940
1466,Mediterranean,Mumbai,zomato,142984
1467,Desserts,Mumbai,zomato,151368
1468,Mexican,Mumbai,zomato,176854
1469,Thai,Mumbai,zomato,55375
1470,Mexican,Mumbai,zomato,105506
1471,Chinese,Mumbai,zomato,211684
1472,Cafe,Mumbai,zomato,136368
1473,Multi-Cuisine,Mumbai,zomato,96047
1474,Pan-Asian,Mumbai,zomato,434268
1475,Seafood,Mumbai,zomato,247695
1476,Japanese,Mumbai,zomato,21032
1477,Mexican,Mumbai,zomato,146294
1478,Multi-Cuisine,Mumbai,zomato,120284
1479,Japanese,Mumbai,zomato,191446
1480,Continental,Mumbai,zomato,162537
1481,Lebanese,Mumbai,zomato,175573
1482,North Indian,Mumbai,zomato,96710
1483,Thai,Mumbai,zomato,258376
1484,Japanese,Mumbai,zomato,154094
1485,North Indian,Mumbai,zomato,114141
1486,Pan-Asian,Mumbai,zomato,133110
1487,Lebanese,Mumbai,zomato,39704
1488,Pan-Asian,Mumbai,zomato,49748
1489,Mexican,Mumbai,zomato,209810
1490,South Indian,Mumbai,zomato,34184
1491,Lebanese,Mumbai,zomato,135297
1492,Lebanese,Mumbai,zomato,29286
1493,Multi-Cuisine,Mumbai,zomato,32721
1494,Korean,Mumbai,zomato,85180
1495,Continental,Mumbai,zomato,63597
1496,Japanese,Mumbai,zomato,55575
1497,Bakery,Mumbai,zomato,75541
1498,Mughlai,Mumbai,zomato,164780
1499,Bakery,Mumbai,zomato,163558
1500,Korean,Mumbai,zomato,37935
1501,Seafood,Mumbai,zomato,113154
1502,Chinese,Mumbai,zomato,109422
1503,Street Food,Mumbai,zomato,340563
1504,Biryani,Mumbai,zomato,89580
1505,Pan-Asian,Mumbai,zomato,124184
1506,Lebanese,Mumbai,zomato,74380
1507,Continental,Mumbai,zomato,102300
1508,Italian,Mumbai,zomato,157958
1509,Mediterranean,Mumbai,zomato,132168
1510,Mediterranean,Mumbai,zomato,43664
1511,Bakery,Mumbai,zomato,125815
1512,Biryani,Mumbai,zomato,22937
1513,Seafood,Mumbai,zomato,183548
1514,Fast Food,Mumbai,zomato,16326
1515,Street Food,Mumbai,zomato,187292
1516,Mediterranean,Mumbai,zomato,39055
1517,Fast Food,Mumbai,zomato,294016
1518,South Indian,Mumbai,zomato,193319
1519,Korean,Mumbai,zomato,150854
1520,Street Food,Mumbai,zomato,457480
1521,Cafe,Mumbai,zomato,29785
1522,Cafe,Mumbai,zomato,24651
1523,Thai,Mumbai,zomato,87553
1524,Continental,Mumbai,zomato,74908
1525,Pan-Asian,Mumbai,zomato,185228
1526,Thai,Mumbai,zomato,167855
1527,Vietnamese,Mumbai,zomato,36210
1528,Chinese,Mumbai,zomato,129578
1529,South Indian,Mumbai,zomato,36784
1530,Seafood,Mumbai,zomato,123504
1531,South Indian,Mumbai,zomato,148174
1532,Street Food,Mumbai,zomato,136659
1533,Bakery,Mumbai,zomato,21920
1534,Mediterranean,Mumbai,zomato,190564
1535,Pan-Asian,Mumbai,zomato,35630
1536,Bakery,Mumbai,zomato,66589
1537,Cafe,Mumbai,zomato,161904
1538,Cafe,Mumbai,zomato,66441
1539,South Indian,Mumbai,zomato,84020
1540,Biryani,Mumbai,zomato,88757
1541,Mughlai,Mumbai,zomato,257967
1542,Mughlai,Mumbai,zomato,57200
1543,Mediterranean,Mumbai,zomato,41103
1544,Street Food,Mumbai,zomato,210690
1545,Bakery,Mumbai,zomato,76792
1546,Mughlai,Mumbai,zomato,86389
1547,Italian,Mumbai,zomato,133075
1548,Chinese,Mumbai,zomato,136884
1549,Vietnamese,Mumbai,zomato,44942
1550,Pan-Asian,Mumbai,zomato,98378
1551,Japanese,Mumbai,zomato,40828
1552,Street Food,Mumbai,zomato,60954
1553,Continental,Mumbai,zomato,66006
1554,Continental,Mumbai,zomato,46402
1555,Mediterranean,Mumbai,zomato,232637
1556,Thai,Mumbai,zomato,96158
1557,Japanese,Mumbai,zomato,184878
1558,South Indian,Mumbai,zomato,147322
1559,Fast Food,Mumbai,zomato,231404
1560,Pan-Asian,Mumbai,zomato,279209
1561,Street Food,Mumbai,zomato,149432
1562,Korean,Mumbai,zomato,54066
1563,Lebanese,Mumbai,zomato,203682
1564,Seafood,Mumbai,zomato,214451
1565,Cafe,Mumbai,zomato,129198
1566,Mexican,Mumbai,zomato,160520
1567,Continental,Mumbai,zomato,158780
1568,Cafe,Mumbai,zomato,87120
1569,Fast Food,Mumbai,zomato,39655
1570,Mexican,Mumbai,zomato,295932
1571,Multi-Cuisine,Mumbai,zomato,50736
1572,Multi-Cuisine,Mumbai,zomato,55123
1573,Chinese,Mumbai,zomato,180508
1574,Desserts,Mumbai,zomato,172776
1575,Continental,Mumbai,zomato,88368
1576,Chinese,Mumbai,zomato,154381
1577,Italian,Mumbai,zomato,123049
1578,Cafe,Mumbai,zomato,80387
1579,Street Food,Mumbai,zomato,140889
1580,Chinese,Mumbai,zomato,195432
1581,Korean,Mumbai,zomato,157668
1582,Seafood,Mumbai,zomato,44023
1583,Lebanese,Mumbai,zomato,134493
1584,Desserts,Mumbai,zomato,184896
1585,Biryani,Mumbai,zomato,134035
1586,Mediterranean,Mumbai,zomato,181054
1587,Korean,Mumbai,zomato,124020
1588,Continental,Mumbai,zomato,196266
1589,South Indian,Mumbai,zomato,150809
1590,Korean,Mumbai,zomato,82966
1591,Continental,Mumbai,zomato,120052
1592,Desserts,Mumbai,zomato,264634
1593,Vietnamese,Mumbai,zomato,37974
1594,Continental,Mumbai,zomato,142914
1595,Bakery,Mumbai,zomato,65349
1596,Biryani,Mumbai,zomato,26177
1597,Multi-Cuisine,Mumbai,zomato,144258
1598,Bakery,Mumbai,zomato,72433
1599,Desserts,Mumbai,zomato,90181
1600,Korean,Mumbai,zomato,44713
1601,North Indian,Mumbai,zomato,199785
1602,Biryani,Mumbai,zomato,164407
1603,Seafood,Mumbai,zomato,102042
1604,Continental,Mumbai,zomato,137804
1605,Multi-Cuisine,Mumbai,zomato,289945
1606,North Indian,Mumbai,zomato,192918
1607,Mexican,Mumbai,zomato,233728
1608,Japanese,Mumbai,zomato,127853
1609,Seafood,Mumbai,zomato,129526
1610,Multi-Cuisine,Mumbai,zomato,72555
1611,Street Food,Mumbai,zomato,123222
1612,Cafe,Mumbai,zomato,164883
1613,Korean,Mumbai,zomato,88734
1614,Seafood,Mumbai,zomato,44407
1615,Thai,Mumbai,zomato,186674
1616,South Indian,Mumbai,zomato,120134
1617,Korean,Mumbai,zomato,282341
1618,Italian,Mumbai,zomato,138566
1619,Thai,Mumbai,zomato,121999
1620,Korean,Mumbai,zomato,62920
1621,Mughlai,Mumbai,zomato,197200
1622,Korean,Mumbai,zomato,205281
1623,North Indian,Mumbai,zomato,166514
1624,Lebanese,Mumbai,zomato,91261
1625,South Indian,Mumbai,zomato,126387
1626,Seafood,Mumbai,zomato,26074
1627,Bakery,Mumbai,zomato,82198
1628,Thai,Mumbai,zomato,182737
1629,Chinese,Mumbai,zomato,197103
1630,Pan-Asian,Mumbai,zomato,218872
1631,Cafe,Mumbai,zomato,100808
1632,Cafe,Mumbai,zomato,82667
1633,Japanese,Mumbai,zomato,268782
1634,Street Food,Mumbai,zomato,310551
1635,Lebanese,Mumbai,zomato,59823
1636,Mediterranean,Mumbai,zomato,165419
1637,Street Food,Mumbai,zomato,181459
1638,Mediterranean,Mumbai,zomato,204850
1639,Multi-Cuisine,Mumbai,zomato,20404
1640,Lebanese,Mumbai,zomato,184449
1641,Multi-Cuisine,Mumbai,zomato,141700
1642,Mediterranean,Mumbai,zomato,178685
1643,Multi-Cuisine,Mumbai,zomato,163042
1644,Chinese,Mumbai,zomato,36972
1645,Biryani,Mumbai,zomato,30792
1646,Biryani,Mumbai,zomato,243745
1647,Street Food,Mumbai,zomato,78467
1648,Continental,Mumbai,zomato,98103
1649,Korean,Mumbai,zomato,95294
1650,Japanese,Mumbai,zomato,32381
1651,Mughlai,Mumbai,zomato,59331
1652,Street Food,Mumbai,zomato,347720
1653,Japanese,Mumbai,zomato,46765
1654,Mediterranean,Mumbai,zomato,294615
1655,Desserts,Mumbai,zomato,133707
1656,North Indian,Mumbai,zomato,86453
1657,Seafood,Mumbai,zomato,184552
1658,Italian,Mumbai,zomato,19799
1659,South Indian,Mumbai,zomato,120942
1660,Japanese,Mumbai,zomato,49630
1661,Mexican,Mumbai,zomato,32432
1662,Lebanese,Mumbai,zomato,244995
1663,Multi-Cuisine,Mumbai,zomato,53430
1664,Desserts,Mumbai,zomato,35225
1665,Continental,Mumbai,zomato,340360
1666,Lebanese,Mumbai,zomato,126091
1667,Biryani,Mumbai,zomato,193108
1668,Cafe,Mumbai,zomato,91770
1669,Cafe,Mumbai,zomato,216809
1670,North Indian,Mumbai,zomato,87352
1671,North Indian,Mumbai,zomato,50412
1672,North Indian,Mumbai,zomato,161951
1673,Lebanese,Mumbai,zomato,93651
1674,Mediterranean,Mumbai,zomato,279855
1675,Italian,Mumbai,zomato,96256
1676,Fast Food,Mumbai,zomato,71394
1677,Lebanese,Mumbai,zomato,88490
1678,Cafe,Mumbai,zomato,62392
1679,Italian,Mumbai,zomato,123824
1680,Seafood,Mumbai,zomato,235174
1681,Vietnamese,Mumbai,zomato,113388
1682,Italian,Mumbai,zomato,139433
1683,Multi-Cuisine,Mumbai,zomato,242102
1684,Street Food,Mumbai,zomato,73800
1685,Korean,Mumbai,zomato,82950
1686,Biryani,Mumbai,zomato,151621
1687,Italian,Mumbai,zomato,94604
1688,Bakery,Mumbai,zomato,193758
1689,South Indian,Mumbai,zomato,37073
1690,Pan-Asian,Mumbai,zomato,105216
1691,Biryani,Mumbai,zomato,145493
1692,Japanese,Mumbai,zomato,28599
1693,Bakery,Mumbai,zomato,150297
1694,North Indian,Mumbai,zomato,378245
1695,Biryani,Mumbai,zomato,21838
1696,Pan-Asian,Mumbai,zomato,43109
1697,Pan-Asian,Mumbai,zomato,244176
1698,Korean,Mumbai,zomato,73471
1699,Pan-Asian,Mumbai,zomato,41050
1700,Thai,Mumbai,zomato,193715
1701,Desserts,Mumbai,zomato,84871
1702,Japanese,Mumbai,zomato,32164
1703,Lebanese,Mumbai,zomato,75378
1704,Chinese,Mumbai,zomato,334681
1705,Multi-Cuisine,Mumbai,zomato,163194
1706,Pan-Asian,Mumbai,zomato,103681
1707,Bakery,Mumbai,zomato,220114
1708,Fast Food,Mumbai,zomato,153413
1709,Italian,Mumbai,zomato,61225
1710,Mughlai,Mumbai,zomato,65198
1711,Mediterranean,Mumbai,zomato,63371
1712,Multi-Cuisine,Mumbai,zomato,131327
1713,Thai,Mumbai,zomato,149334
1714,Korean,Mumbai,zomato,219445
1715,Italian,Mumbai,zomato,91756
1716,North Indian,Mumbai,zomato,121012
1717,Street Food,Mumbai,zomato,291797
1718,Mughlai,Mumbai,zomato,87024
1719,Thai,Mumbai,zomato,13761
1720,Biryani,Mumbai,zomato,37615
1721,North Indian,Mumbai,zomato,132290
1722,Multi-Cuisine,Mumbai,zomato,75922
1723,Thai,Bangalore,zomato,147313
1724,Korean,Bangalore,zomato,147034
1725,Mediterranean,Bangalore,zomato,47660
1726,Desserts,Bangalore,zomato,59249
1727,Korean,Bangalore,zomato,288443
1728,Italian,Bangalore,zomato,118311
1729,Thai,Bangalore,zomato,40839
1730,Korean,Bangalore,zomato,223286
1731,Multi-Cuisine,Bangalore,zomato,30682
1732,Fast Food,Bangalore,zomato,129010
1733,Biryani,Bangalore,zomato,179572
1734,Korean,Bangalore,zomato,54542
1735,Bakery,Bangalore,zomato,71949
1736,Japanese,Bangalore,zomato,198872
1737,Continental,Bangalore,zomato,176015
1738,Street Food,Bangalore,zomato,33243
1739,Korean,Bangalore,zomato,274317
1740,Biryani,Bangalore,zomato,184151
1741,South Indian,Bangalore,zomato,164547
1742,Vietnamese,Bangalore,zomato,79326
1743,Chinese,Bangalore,zomato,123516
1744,Mughlai,Bangalore,zomato,181540
1745,Mexican,Bangalore,zomato,38541
1746,Lebanese,Bangalore,zomato,51741
1747,Biryani,Bangalore,zomato,117398
1748,Italian,Bangalore,zomato,87486
1749,Mughlai,Bangalore,zomato,41384
1750,Continental,Bangalore,zomato,349554
1751,Fast Food,Bangalore,zomato,47837
1752,Mediterranean,Bangalore,zomato,98109
1753,Biryani,Bangalore,zomato,155053
1754,Bakery,Bangalore,zomato,305633
1755,Multi-Cuisine,Bangalore,zomato,307948
1756,Italian,Bangalore,zomato,142197
1757,North Indian,Bangalore,zomato,146074
1758,Mughlai,Bangalore,zomato,111043
1759,Mughlai,Bangalore,zomato,14520
1760,Mexican,Bangalore,zomato,136650
1761,Desserts,Bangalore,zomato,11483
1762,Italian,Bangalore,zomato,164092
1763,North Indian,Bangalore,zomato,356152
1764,Seafood,Bangalore,zomato,174310
1765,Thai,Bangalore,zomato,59331
1766,Multi-Cuisine,Bangalore,zomato,232187
1767,Biryani,Bangalore,zomato,167160
1768,Street Food,Bangalore,zomato,291458
1769,Bakery,Bangalore,zomato,144478
1770,Pan-Asian,Bangalore,zomato,223768
1771,Continental,Bangalore,zomato,292619
1772,Street Food,Bangalore,zomato,180566
1773,Thai,Bangalore,zomato,127622
1774,Mexican,Bangalore,zomato,295992
1775,Seafood,Bangalore,zomato,81460
1776,Mediterranean,Bangalore,zomato,238646
1777,North Indian,Bangalore,zomato,257042
1778,North Indian,Bangalore,zomato,200200
1779,Mughlai,Bangalore,zomato,79701
1780,Mughlai,Bangalore,zomato,51218
1781,Korean,Bangalore,zomato,90152
1782,Bakery,Bangalore,zomato,91672
1783,Continental,Bangalore,zomato,40644
1784,Mexican,Bangalore,zomato,195102
1785,North Indian,Bangalore,zomato,110569
1786,Mughlai,Bangalore,zomato,15566
1787,Multi-Cuisine,Bangalore,zomato,66563
1788,Mexican,Bangalore,zomato,207748
1789,Mughlai,Bangalore,zomato,33038
1790,Multi-Cuisine,Bangalore,zomato,258459
1791,Italian,Bangalore,zomato,135220
1792,Chinese,Bangalore,zomato,21082
1793,Mexican,Bangalore,zomato,112449
1794,Mediterranean,Bangalore,zomato,121315
1795,Cafe,Bangalore,zomato,58391
1796,Korean,Bangalore,zomato,268612
1797,Korean,Bangalore,zomato,60282
1798,Thai,Bangalore,zomato,109527
1799,Street Food,Bangalore,zomato,133662
1800,Biryani,Bangalore,zomato,76580
1801,South Indian,Bangalore,zomato,171771
1802,Mediterranean,Bangalore,zomato,32317
1803,Thai,Bangalore,zomato,126233
1804,Multi-Cuisine,Bangalore,zomato,73018
1805,Mughlai,Bangalore,zomato,26749
1806,Lebanese,Bangalore,zomato,154693
1807,Fast Food,Bangalore,zomato,76842
1808,Biryani,Bangalore,zomato,232220
1809,Italian,Bangalore,zomato,139431
1810,Seafood,Bangalore,zomato,35520
1811,Continental,Bangalore,zomato,118672
1812,Pan-Asian,Bangalore,zomato,80301
1813,Chinese,Bangalore,zomato,69198
1814,Lebanese,Bangalore,zomato,59707
1815,Italian,Bangalore,zomato,175351
1816,Japanese,Bangalore,zomato,245648
1817,Pan-Asian,Bangalore,zomato,210878
1818,Seafood,Bangalore,zomato,84276
1819,Japanese,Bangalore,zomato,238355
1820,Mughlai,Bangalore,zomato,149588
1821,South Indian,Bangalore,zomato,237022
1822,Lebanese,Bangalore,zomato,100878
1823,Mediterranean,Bangalore,zomato,156585
1824,Cafe,Bangalore,zomato,139515
1825,Pan-Asian,Bangalore,zomato,99588
1826,Japanese,Bangalore,zomato,162379
1827,Desserts,Bangalore,zomato,17003
1828,Japanese,Bangalore,zomato,127700
1829,Korean,Bangalore,zomato,147936
1830,Mughlai,Bangalore,zomato,228882
1831,Fast Food,Bangalore,zomato,136067
1832,Korean,Bangalore,zomato,89218
1833,Chinese,Bangalore,zomato,259233
1834,Lebanese,Bangalore,zomato,107485
1835,Desserts,Bangalore,zomato,80597
1836,Bakery,Bangalore,zomato,168168
1837,Pan-Asian,Bangalore,zomato,42636
1838,Multi-Cuisine,Bangalore,zomato,162595
1839,Cafe,Bangalore,zomato,169311
1840,Bakery,Bangalore,zomato,282574
1841,Multi-Cuisine,Bangalore,zomato,142848
1842,Multi-Cuisine,Bangalore,zomato,69387
1843,Vietnamese,Bangalore,zomato,234696
1844,Seafood,Bangalore,zomato,55242
1845,Japanese,Bangalore,zomato,165811
1846,Desserts,Bangalore,zomato,93927
1847,Continental,Bangalore,zomato,38641
1848,Cafe,Bangalore,zomato,268746
1849,Mexican,Bangalore,zomato,170208
1850,Biryani,Bangalore,zomato,140572
1851,North Indian,Bangalore,zomato,198247
1852,South Indian,Bangalore,zomato,317152
1853,Mughlai,Bangalore,zomato,213198
1854,Korean,Bangalore,zomato,197111
1855,Thai,Bangalore,zomato,44419
1856,Japanese,Bangalore,zomato,95522
1857,Fast Food,Bangalore,zomato,69945
1858,Desserts,Bangalore,zomato,183249
1859,Fast Food,Bangalore,zomato,43767
1860,Cafe,Bangalore,zomato,166002
1861,Biryani,Bangalore,zomato,108855
1862,Pan-Asian,Bangalore,zomato,253769
1863,Fast Food,Bangalore,zomato,40396
1864,Fast Food,Bangalore,zomato,79073
1865,Bakery,Bangalore,zomato,25244
1866,Chinese,Bangalore,zomato,170052
1867,Vietnamese,Bangalore,zomato,169749
1868,Vietnamese,Bangalore,zomato,130915
1869,Seafood,Bangalore,zomato,35332
1870,South Indian,Bangalore,zomato,160957
1871,Vietnamese,Bangalore,zomato,137475
1872,Mexican,Bangalore,zomato,82180
1873,Multi-Cuisine,Bangalore,zomato,209339
1874,Mughlai,Bangalore,zomato,58789
1875,Pan-Asian,Bangalore,zomato,20862
1876,Japanese,Bangalore,zomato,253671
1877,Multi-Cuisine,Bangalore,zomato,117303
1878,Vietnamese,Bangalore,zomato,21149
1879,Fast Food,Bangalore,zomato,281577
1880,Korean,Bangalore,zomato,231526
1881,Mughlai,Bangalore,zomato,154030
1882,Mediterranean,Bangalore,zomato,179790
1883,Continental,Bangalore,zomato,36046
1884,Biryani,Bangalore,zomato,84038
1885,Mediterranean,Bangalore,zomato,33637
1886,South Indian,Bangalore,zomato,300779
1887,North Indian,Bangalore,zomato,92951
1888,Korean,Bangalore,zomato,205023
1889,Japanese,Bangalore,zomato,137878
1890,Italian,Bangalore,zomato,72980
1891,Pan-Asian,Bangalore,zomato,173404
1892,Mughlai,Bangalore,zomato,137177
1893,Korean,Bangalore,zomato,24728
1894,Cafe,Bangalore,zomato,209747
1895,Street Food,Bangalore,zomato,54533
1896,Continental,Bangalore,zomato,37324
1897,Lebanese,Bangalore,zomato,155462
1898,Fast Food,Bangalore,zomato,99230
1899,Mediterranean,Bangalore,zomato,101805
1900,Continental,Bangalore,zomato,120233
1901,Pan-Asian,Bangalore,zomato,151714
1902,Mexican,Bangalore,zomato,211461
1903,Japanese,Bangalore,zomato,120905
1904,Street Food,Bangalore,zomato,74003
1905,Biryani,Bangalore,zomato,156669
1906,Seafood,Bangalore,zomato,57805
1907,Fast Food,Bangalore,zomato,37740
1908,South Indian,Bangalore,zomato,17868
1909,South Indian,Bangalore,zomato,233804
1910,Pan-Asian,Bangalore,zomato,119481
1911,Pan-Asian,Bangalore,zomato,236697
1912,Biryani,Bangalore,zomato,165399
1913,Desserts,Bangalore,zomato,231095
1914,Lebanese,Bangalore,zomato,121957
1915,Fast Food,Bangalore,zomato,206583
1916,Street Food,Bangalore,zomato,148853
1917,Bakery,Bangalore,zomato,67512
1918,Vietnamese,Bangalore,zomato,59469
1919,Japanese,Bangalore,zomato,241743
1920,Mediterranean,Bangalore,zomato,30729
1921,Mexican,Bangalore,zomato,34483
1922,Vietnamese,Bangalore,zomato,32094
1923,Street Food,Bangalore,zomato,77884
1924,Continental,Bangalore,zomato,109551
1925,Seafood,Bangalore,zomato,156378
1926,Multi-Cuisine,Bangalore,zomato,245916
1927,Pan-Asian,Bangalore,zomato,86009
1928,Seafood,Bangalore,zomato,146593
1929,Mediterranean,Bangalore,zomato,165406
1930,Vietnamese,Bangalore,zomato,124392
1931,Mexican,Bangalore,zomato,111434
1932,Japanese,Bangalore,zomato,80325
1933,Biryani,Bangalore,zomato,34201
1934,Bakery,Bangalore,zomato,21462
1935,Lebanese,Bangalore,zomato,220734
1936,Bakery,Bangalore,zomato,164559
1937,Vietnamese,Bangalore,zomato,155402
1938,Cafe,Bangalore,zomato,190320
1939,Vietnamese,Bangalore,zomato,44895
1940,Biryani,Bangalore,zomato,28490
1941,Chinese,Bangalore,zomato,104198
1942,Desserts,Bangalore,zomato,166974
1943,Pan-Asian,Bangalore,zomato,126160
